task_id,single_pass,pipe_pass,spec,code,collapse
HumanEval/130,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return the first n + 1 numbers of the Tribonacci sequence.

INPUT:
- `n`: A non-negative integer representing the length of the Tribonacci sequence to generate.

OUTPUT:
- A list of integers representing the first n + 1 numbers of the Tribonacci sequence.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `tri(0)` should return `[1]`.
- **Single Element**: `tri(1)` should return `[1, 3]`.
- **Boundary Values**: `tri(2)` should return `[1, 3, 2]`.","def tri(n):
    # Handle the edge case where n is 0
    if n == 0:
        return [1]
    
    # Initialize the first three numbers of the Tribonacci sequence
    tribonacci_sequence = [1, 3, 2]
    
    # If n is less than or equal to 2, return the slice of the sequence up to n + 1
    if n <= 2:
        return tribonacci_sequence[:n + 1]
    
    # Generate the rest of the Tribonacci sequence up to the nth number
    for i in range(3, n + 1):
        next_number = tribonacci_sequence[i - 1] + tribonacci_sequence[i - 2] + tribonacci_sequence[i - 3]
        tribonacci_sequence.append(next_number)
    
    return tribonacci_sequence",False
HumanEval/131,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Given a positive integer `n`, return the product of the odd digits. Return 0 if all digits are even.

INPUT:
- `n`: A positive integer representing the number whose odd digits' product is to be calculated.

OUTPUT:
- An integer representing the product of the odd digits in `n`. Returns 0 if all digits are even.

CONSTRAINTS:
- The input `n` must be a positive integer.

EXAMPLES:


EDGE CASES:
- **Empty Input**: This case is not applicable since the function is defined for positive integers only.
- **Single Element**: If `n` is a single digit, the function will return the digit itself if it is odd, or 0 if it is even.
- **Boundary Values**: The function can handle very large numbers, but the constraints specify that `n` must be a positive integer.","def product_of_odd_digits(n):
    # Convert the number to a string to iterate over each digit
    n_str = str(n)
    
    # Initialize the product to 1 (since 1 is the multiplicative identity)
    product = 1
    
    # Flag to check if there is at least one odd digit
    has_odd_digit = False
    
    # Iterate over each character in the string representation of n
    for char in n_str:
        # Convert the character back to an integer
        digit = int(char)
        
        # Check if the digit is odd
        if digit % 2 != 0:
            # Multiply the product by the odd digit
            product *= digit
            has_odd_digit = True
    
    # If no odd digit was found, return 0
    if not has_odd_digit:
        return 0
    
    # Return the final product of the odd digits
    return product",True
HumanEval/132,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if a string containing only square brackets has a valid subsequence where at least one bracket is nested.

INPUT:
- `string`: A string consisting only of square brackets.

OUTPUT:
- `bool`: True if there is a valid subsequence with at least one nested bracket, otherwise False.

CONSTRAINTS:
- The input string must contain only square brackets.
- The function should handle strings of varying lengths, including edge cases like an empty string or a single bracket.

EXAMPLES:


EDGE CASES:
- **Empty Input**: `is_nested('') ➞ False`
- **Single Bracket**: `is_nested('[]') ➞ False`
- **Boundary Values**: `is_nested('[[]]') ➞ True`, `is_nested('[[]][[') ➞ True`","def is_nested(string):
    # Initialize a counter for open brackets and a flag to check for nesting
    open_brackets = 0
    has_nesting = False
    
    # Iterate through each character in the string
    for char in string:
        if char == '[':
            # Increment the open bracket counter
            open_brackets += 1
        elif char == ']':
            # Decrement the open bracket counter
            if open_brackets > 0:
                open_brackets -= 1
                # If there are still open brackets, it means we have nesting
                has_nesting = True
            else:
                # More closing brackets than opening ones, invalid sequence
                return False
    
    # If we have any open brackets left, it means the sequence is not complete
    if open_brackets > 0:
        return False
    
    # Return True if there was at least one nesting
    return has_nesting",False
HumanEval/133,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the sum of the squares of the ceiling values of the elements in the input list.

INPUT:
- `lst`: A list of numbers (floats).

OUTPUT:
- An integer representing the sum of the squared ceiling values of the elements in the list.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle an empty list by returning 0.
- **Single Element**: The function should handle a list with a single element correctly.
- **Boundary Values**: The function should handle very large or very small numbers appropriately.","import math

def sum_of_ceiling_squares(lst):
    """"""
    Calculate the sum of the squares of the ceiling values of the elements in the input list.

    :param lst: List of numbers (floats).
    :return: Integer representing the sum of the squared ceiling values of the elements in the list.
    """"""
    if not lst:
        return 0
    
    total_sum = 0
    for num in lst:
        # Calculate the ceiling of the number and square it
        ceiling_value = math.ceil(num)
        squared_value = ceiling_value ** 2
        # Add the squared value to the total sum
        total_sum += squared_value
    
    return total_sum

# Example usage:
print(sum_of_ceiling_squares([1.2, 2.5, 3.7]))  # Output: 35
print(sum_of_ceiling_squares([-1.1, -2.2, -3.3]))  # Output: 14
print(sum_of_ceiling_squares([0.0, 0.0, 0.0]))  # Output: 0
print(sum_of_ceiling_squares([]))  # Output: 0
print(sum_of_ceiling_squares([1000000.0]))  # Output: 1000000000000",True
HumanEval/134,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if the last character of a string is an alphabetical character that is not part of a word.

INPUT:
- `txt`: A string representing the input text.

OUTPUT:
- A boolean value indicating whether the last character is an alphabetical character that is not part of a word.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `check_if_last_char_is_a_letter("""") ➞ False`
- **Single Element**: `check_if_last_char_is_a_letter(""a"") ➞ False`
- **Boundary Values**: `check_if_last_char_is_a_letter(""a "") ➞ False`","import re

def check_if_last_char_is_a_letter(txt):
    # Check if the string is empty
    if not txt:
        return False
    
    # Use regex to find the last alphabetical character that is not part of a word
    match = re.search(r'\b[a-zA-Z]\b$', txt)
    
    # If a match is found, it means the last character is an alphabetical character that is not part of a word
    return bool(match)

# Test cases
print(check_if_last_char_is_a_letter(""""))  # ➞ False
print(check_if_last_char_is_a_letter(""a""))   # ➞ False
print(check_if_last_char_is_a_letter(""a ""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!""))  # ➞ True
print(check_if_last_char_is_a_letter(""hello world!a""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a ""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a b""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a b ""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a b c""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a b c ""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a b c d""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a b c d ""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a b c d e""))  # ➞ False
print(check_if_last_char_is_a_letter(""hello world!a b c d e",False
HumanEval/135,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine the largest index of an element in the array that is not greater than or equal to the element immediately preceding it.

INPUT:
- `arr`: A list of integers without duplicates.

OUTPUT:
- An integer representing the largest index where the condition is met, or -1 if no such index exists.

CONSTRAINTS:
- The input array must not contain duplicate values.
- The function should handle edge cases such as an empty array or an array with a single element.

EXAMPLES:


EDGE CASES:
- **Empty Input**: `can_arrange([]) == -1`
- **Single Element**: `can_arrange([7]) == -1`","def can_arrange(arr):
    # If the array is empty or has only one element, return -1
    if len(arr) <= 1:
        return -1
    
    # Iterate through the array from the second last element to the first
    for i in range(len(arr) - 2, -1, -1):
        # Check if the current element is not greater than or equal to the previous element
        if arr[i] > arr[i + 1]:
            return i
    
    # If no such index is found, return -1
    return -1",True
HumanEval/136,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Create a function that returns a tuple containing the largest negative integer and the smallest positive integer from a list, or `None` if such integers do not exist.

INPUT:
- `lst`: A list of integers.

OUTPUT:
- A tuple `(a, b)` where `a` is the largest negative integer and `b` is the smallest positive integer. If no negative or positive integers are found, both `a` and `b` should be `None`.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `largest_smallest_integers([]) == (None, None)`
- **Single Element**: `largest_smallest_integers([0]) == (None, None)`
- **Boundary Values**: The function handles lists with only negative or only positive integers correctly.","def largest_smallest_integers(lst):
    # Initialize variables to store the largest negative and smallest positive integers
    largest_negative = None
    smallest_positive = None
    
    # Iterate through each number in the list
    for num in lst:
        if num < 0:
            # Update largest_negative if the current number is larger
            if largest_negative is None or num > largest_negative:
                largest_negative = num
        elif num > 0:
            # Update smallest_positive if the current number is smaller
            if smallest_positive is None or num < smallest_positive:
                smallest_positive = num
    
    # Return the result as a tuple
    return (largest_negative, smallest_positive)",False
HumanEval/137,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Create a function that compares two integers, floats, or strings representing real numbers and returns the larger one in its original type. It returns `None` if the values are equal.

INPUT:
- `a`: An integer, float, or string representing a real number.
- `b`: An integer, float, or string representing a real number.

OUTPUT:
- The larger of the two inputs in its original type, or `None` if they are equal.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: Not applicable since the function requires at least two arguments.
- **Single Element**: Not applicable since the function requires two arguments.
- **Boundary Values**: Not applicable since the function handles various types and formats.","def compare_real_numbers(a, b):
    def parse_number(value):
        if isinstance(value, str):
            try:
                return float(value)
            except ValueError:
                raise ValueError(f""Invalid input: {value} is not a valid number."")
        elif isinstance(value, (int, float)):
            return value
        else:
            raise TypeError(f""Unsupported type: {type(value)}"")

    num_a = parse_number(a)
    num_b = parse_number(b)

    if num_a > num_b:
        return a
    elif num_b > num_a:
        return b
    else:
        return None",True
HumanEval/138,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if a given number `n` can be expressed as the sum of exactly four positive even numbers.

INPUT:
- `n`: An integer representing the number to be evaluated.

OUTPUT:
- A boolean value indicating whether `n` can be written as the sum of exactly four positive even numbers.

CONSTRAINTS:
- None

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle cases where `n` is less than 8, as the smallest sum of four positive even numbers is 2 + 2 + 2 + 2 = 8.
- **Single Element**: The function should return `False` for any single positive even number since the smallest sum of four positive even numbers is 8.
- **Boundary Values**: The function should correctly identify that numbers less than 8 cannot be expressed as such a sum.","def can_be_sum_of_four_evens(n):
    # The smallest sum of four positive even numbers is 2 + 2 + 2 + 2 = 8
    if n < 8:
        return False
    
    # If n is even and greater than or equal to 8, it can always be expressed as the sum of four even numbers
    # This is because we can always find four even numbers whose sum equals n
    return n % 2 == 0",True
HumanEval/139,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the Brazilian factorial of a given integer.

INPUT:
- `n`: An integer representing the number for which the Brazilian factorial is to be calculated.

OUTPUT:
- An integer representing the Brazilian factorial of `n`.

CONSTRAINTS:
- `n > 0`

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function will raise a `ValueError` if `n` is less than or equal to 0.
- **Single Element**: For `n = 1`, the special factorial is 1.
- **Boundary Values**: For `n = 2`, the special factorial is 2! * 1! = 2.","def brazilian_factorial(n):
    """"""
    Calculate the Brazilian factorial of a given integer n.
    
    Args:
    n (int): A positive integer representing the number for which the Brazilian factorial is to be calculated.
    
    Returns:
    int: The Brazilian factorial of n.
    
    Raises:
    ValueError: If n is less than or equal to 0.
    """"""
    if n <= 0:
        raise ValueError(""Input must be a positive integer greater than 0."")
    
    # Initialize the result
    result = 1
    
    # Calculate the Brazilian factorial
    for i in range(1, n + 1):
        result *= i * (i - 1)
    
    return result

# Example usage:
# print(brazilian_factorial(2))  # Output: 2
# print(brazilian_factorial(3))  # Output: 12",True
HumanEval/140,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Replace spaces in a string with underscores, replacing more than two consecutive spaces with a hyphen.

INPUT:
- `text`: A string representing the input text.

OUTPUT:
- A string with spaces replaced according to the specified rules.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `fix_spaces("""") == """"`
- **Single Element**: `fix_spaces(""a"") == ""a""`
- **Boundary Values**: `fix_spaces("" "") == ""_""`","def fix_spaces(text):
    # Initialize an empty list to store the result characters
    result = []
    
    # Initialize a counter for consecutive spaces
    space_count = 0
    
    # Iterate over each character in the input text
    for char in text:
        if char == ' ':
            # Increment the space counter
            space_count += 1
        else:
            # If there were spaces, decide how to replace them
            if space_count > 2:
                # Replace more than two consecutive spaces with a hyphen
                result.append('-')
            elif space_count > 0:
                # Replace one or two consecutive spaces with underscores
                result.extend(['_'] * space_count)
            # Reset the space counter
            space_count = 0
            # Append the current non-space character to the result
            result.append(char)
    
    # If there were trailing spaces, decide how to replace them
    if space_count > 2:
        result.append('-')
    elif space_count > 0:
        result.extend(['_'] * space_count)
    
    # Join the list into a string and return it
    return ''.join(result)

# Example usage:
print(fix_spaces(""Hello World""))  # Output: ""Hello_World""
print(fix_spaces(""  Leading spaces""))  # Output: ""_Leading_spaces""
print(fix_spaces(""Trailing spaces  ""))  # Output: ""Trailing_spaces_""
print(fix_spaces(""Multiple   spaces""))  # Output: ""Multiple-spaces""
print(fix_spaces(""NoSpacesHere""))  # Output: ""NoSpacesHere""
print(fix_spaces(""""))  # Output: """"
print(fix_spaces(""a""))  # Output: ""a""
print(fix_spaces("" ""))  # Output: ""_""",False
HumanEval/141,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Create a function that checks if a given file name is valid based on specific criteria.

INPUT:
- `file_name`: A string representing the file's name.

OUTPUT:
- A string 'Yes' if the file name is valid, otherwise 'No'.

CONSTRAINTS:
- There should not be more than three digits in the file's name.
- The file's name contains exactly one dot '.'.
- The substring before the dot should not be empty and start with a letter from the Latin alphabet ('a'-'z' and 'A'-'Z').
- The substring after the dot should be one of the following: ['txt', 'exe', 'dll'].

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle an empty string gracefully by returning 'No'.
- **Single Element**: A single character string should return 'No' since it cannot contain a dot.
- **Boundary Values**: The function should handle edge cases such as filenames with exactly three digits, filenames starting with a digit, and filenames ending with a dot.","def is_valid_file_name(file_name):
    # Check for empty input
    if not file_name:
        return 'No'
    
    # Split the file name into name and extension
    parts = file_name.split('.')
    
    # Check if there is exactly one dot
    if len(parts) != 2:
        return 'No'
    
    name, extension = parts
    
    # Check if the name part is not empty and starts with a letter
    if not name or not name[0].isalpha():
        return 'No'
    
    # Check if the extension is one of the allowed types
    if extension not in ['txt', 'exe', 'dll']:
        return 'No'
    
    # Count the number of digits in the name part
    digit_count = sum(c.isdigit() for c in name)
    
    # Check if there are more than three digits
    if digit_count > 3:
        return 'No'
    
    # If all checks pass, the file name is valid
    return 'Yes'

# Example usage:
print(is_valid_file_name(""example.txt""))  # Output: Yes
print(is_valid_file_name(""1example.exe""))  # Output: No
print(is_valid_file_name(""example1234.dll""))  # Output: No
print(is_valid_file_name("".txt""))  # Output: No
print(is_valid_file_name(""""))  # Output: No",False
HumanEval/142,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
This function calculates the sum of squares of elements at indices divisible by 3 and cubes of elements at indices divisible by 4 (but not by 3) in the given list.

INPUT:
- `lst`: A list of integers.

OUTPUT:
- An integer representing the sum of squared and cubed elements based on their indices.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should return 0.
- **Single Element**: If the list contains only one element, the function should return the square of that element if its index is a multiple of 3, otherwise return the element itself.
- **Boundary Values**: The function should handle large lists efficiently.","def calculate_sum(lst):
    """"""
    Calculate the sum of squares of elements at indices divisible by 3 and cubes of elements at indices divisible by 4 (but not by 3) in the given list.

    :param lst: List of integers.
    :return: Integer representing the sum of squared and cubed elements based on their indices.
    """"""
    total = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            total += num ** 2
        elif i % 4 == 0:
            total += num ** 3
    return total

# Edge cases
print(calculate_sum([]))  # Output: 0
print(calculate_sum([1]))  # Output: 1
print(calculate_sum([1, 2, 3, 4, 5, 6, 7, 8, 9]))  # Output: 1^2 + 3^2 + 5^2 + 7^2 + 9^2 + 4^3 + 8^3",False
HumanEval/143,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return a string containing words from the input sentence whose lengths are prime numbers, maintaining the original order.

INPUT:
- `sentence`: A string representing a sentence with words separated by spaces.

OUTPUT:
- A string containing words from the original sentence whose lengths are prime numbers.

CONSTRAINTS:
- `1 <= len(sentence) <= 100`
- `sentence` contains only letters

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should return an empty string.
- **Single Element**: If the sentence contains only one word, the function should return that word if its length is prime.
- **Boundary Values**: The function should handle sentences with lengths up to 100 characters.","from math import sqrt

def is_prime(n):
    """"""Check if a number is prime.""""""
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def filter_prime_length_words(sentence):
    """"""Return words from the sentence whose lengths are prime numbers.""""""
    words = sentence.split()
    prime_length_words = [word for word in words if is_prime(len(word))]
    return ' '.join(prime_length_words)

# Example usage:
print(filter_prime_length_words(""This is a test sentence""))  # Output: ""is a""
print(filter_prime_length_words(""Hello world""))  # Output: ""Hello""
print(filter_prime_length_words(""""))  # Output: """"
print(filter_prime_length_words(""a""))  # Output: ""a""
print(filter_prime_length_words(""prime""))  # Output: ""prime""",True
HumanEval/144,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if the product of two fractions represented as strings is a whole number.

INPUT:
- `x`: A string representing a fraction in the format ""<numerator>/<denominator>"".
- `n`: A string representing a fraction in the format ""<numerator>/<denominator>"".

OUTPUT:
- A boolean value indicating whether the product of the two fractions is a whole number.

CONSTRAINTS:
- Both `x` and `n` are valid fractions with positive whole numbers as numerators and denominators.
- The denominators are non-zero.

EXAMPLES:


EDGE CASES:
- **Empty Input**: Not applicable since the function requires valid fraction strings.
- **Single Element**: Not applicable since the function takes two arguments.
- **Boundary Values**: Not applicable since the function assumes valid fractions with positive whole numbers.","from fractions import Fraction

def is_product_whole_number(x, n):
    """"""
    Determine if the product of two fractions represented as strings is a whole number.

    :param x: A string representing a fraction in the format ""<numerator>/<denominator>"".
    :param n: A string representing a fraction in the format ""<numerator>/<denominator>"".
    :return: A boolean value indicating whether the product of the two fractions is a whole number.
    """"""
    # Convert the string fractions to Fraction objects
    fraction_x = Fraction(x)
    fraction_n = Fraction(n)
    
    # Calculate the product of the two fractions
    product = fraction_x * fraction_n
    
    # Check if the product is a whole number
    return product.denominator == 1

# Example usage:
print(is_product_whole_number(""1/2"", ""2/1""))  # True
print(is_product_whole_number(""3/4"", ""4/3""))  # True
print(is_product_whole_number(""1/3"", ""2/5""))  # False",False
HumanEval/145,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Sorts a list of integers in ascending order based on the sum of their digits, maintaining the original order for numbers with the same digit sum.

INPUT:
- `nums`: A list of integers.

OUTPUT:
- A list of integers sorted by the sum of their digits.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `order_by_points([]) == []`
- **Single Element**: `order_by_points([5]) == [5]`
- **Boundary Values**: The function handles negative numbers correctly, sorting them based on the absolute sum of their digits.","def order_by_points(nums):
    # Helper function to calculate the sum of digits of a number
    def digit_sum(n):
        return sum(int(digit) for digit in str(abs(n)))
    
    # Sort the list using a stable sort that maintains the original order for equal elements
    return sorted(nums, key=digit_sum)

# Example usage:
print(order_by_points([56, 34, 12, 89, 23]))  # Output: [12, 23, 34, 56, 89]
print(order_by_points([-12, -34, -56]))       # Output: [-12, -34, -56]
print(order_by_points([]))                    # Output: []
print(order_by_points([5]))                     # Output: [5]",False
HumanEval/146,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Write a function that counts the number of elements in the list that are greater than 10 and have both their first and last digits as odd numbers.

INPUT:
- `nums`: A list of integers.

OUTPUT:
- An integer representing the count of numbers meeting the criteria.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `specialFilter([]) => 0`
- **Single Element**: `specialFilter([11]) => 1`
- **Boundary Values**: `specialFilter([111, 222, 333, 444, 555]) => 5`","def specialFilter(nums):
    def is_odd_digit(digit):
        return digit % 2 != 0

    def has_odd_first_and_last_digits(num):
        num_str = str(abs(num))
        first_digit = int(num_str[0])
        last_digit = int(num_str[-1])
        return is_odd_digit(first_digit) and is_odd_digit(last_digit)

    count = 0
    for num in nums:
        if num > 10 and has_odd_first_and_last_digits(num):
            count += 1
    return count

# Edge cases
print(specialFilter([]))          # Output: 0
print(specialFilter([11]))         # Output: 1
print(specialFilter([111, 222, 333, 444, 555]))  # Output: 5",False
HumanEval/147,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the number of valid triples (a[i], a[j], a[k]) in the array a where i < j < k and the sum of the elements is a multiple of 3.

INPUT:
- `n`: A positive integer representing the length of the array a.

OUTPUT:
- An integer representing the number of valid triples.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty input**: Not applicable since `n` is always a positive integer.
- **Single element**: Not applicable since `n` is always greater than 1.
- **Boundary values**: For `n = 1`, the function should return 0 because there are no valid triples.","def count_valid_triples(n):
    # Initialize counts for remainders when divided by 3
    remainder_counts = [0, 0, 0]
    
    # Count the occurrences of each remainder
    for num in range(n):
        remainder_counts[num % 3] += 1
    
    # Calculate the number of valid triples
    # Using the combination formula: C(a, b) = a! / (b! * (a - b)!)
    # We need to consider all combinations of remainders that sum to 0 modulo 3
    # The possible combinations are:
    # (0, 0, 0), (1, 1, 1), (2, 2, 2), (0, 1, 2)
    
    # Calculate combinations for (0, 0, 0)
    count_000 = remainder_counts[0] * (remainder_counts[0] - 1) * (remainder_counts[0] - 2) // 6
    
    # Calculate combinations for (1, 1, 1)
    count_111 = remainder_counts[1] * (remainder_counts[1] - 1) * (remainder_counts[1] - 2) // 6
    
    # Calculate combinations for (2, 2, 2)
    count_222 = remainder_counts[2] * (remainder_counts[2] - 1) * (remainder_counts[2] - 2) // 6
    
    # Calculate combinations for (0, 1, 2)
    count_012 = remainder_counts[0] * remainder_counts[1] * remainder_counts[2]
    
    # Total number of valid triples
    total_valid_triples = count_000 + count_1",True
HumanEval/148,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return a tuple of planets located between the orbits of two given planets, sorted by their proximity to the Sun.

INPUT:
- `planet1`: A string representing the name of the first planet.
- `planet2`: A string representing the name of the second planet.

OUTPUT:
- A tuple of strings representing the names of the planets located between the orbits of `planet1` and `planet2`, sorted by their proximity to the Sun.

CONSTRAINTS:
- The function should handle cases where either `planet1` or `planet2` is not a valid planet name.
- The function should return an empty tuple if either `planet1` or `planet2` is not a valid planet name.

EXAMPLES:


EDGE CASES:
- **Empty Input**: If both `planet1` and `planet2` are empty strings, the function should return an empty tuple.
- **Single Element**: If only one of `planet1` or `planet2` is provided, the function should return an empty tuple.
- **Boundary Values**: If `planet1` and `planet2` are the same planet, the function should return an empty tuple.","def planets_between(planet1, planet2):
    # List of planets in order from the Sun
    planets = [""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]
    
    # Check if both planet names are valid
    if planet1 not in planets or planet2 not in planets:
        return ()
    
    # Get the indices of the planets
    index1 = planets.index(planet1)
    index2 = planets.index(planet2)
    
    # Determine the range of indices to slice
    if index1 < index2:
        start = index1 + 1
        end = index2
    else:
        start = index2 + 1
        end = index1
    
    # Return the sublist of planets between the two indices
    return tuple(planets[start:end])

# Example usage:
# print(planets_between(""Earth"", ""Saturn""))  # Output: ('Mars',)
# print(planets_between(""Neptune"", ""Venus""))  # Output: ('Earth', 'Mars', 'Jupiter', 'Saturn', 'Uranus')
# print(planets_between(""Pluto"", ""Mars""))  # Output: ()",True
HumanEval/149,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Write a function that removes strings with odd lengths from a list, sorts the remaining strings by their length, and then alphabetically if lengths are equal.

INPUT:
- `lst`: A list of strings.

OUTPUT:
- A list of strings sorted by length and alphabetically for strings of the same length.

CONSTRAINTS:
- The list is always a list of strings.
- The list may contain duplicates.
- All words will have the same length.

EXAMPLES:


EDGE CASES:
- **Empty Input**: `sorted_list_sum([]) => []`
- **Single Element**: `sorted_list_sum([""a""]) => [""a""]`
- **Boundary Values**: Since all words have the same length, there are no boundary values to consider beyond the examples provided.","def sorted_list_sum(lst):
    # Filter out strings with odd lengths
    even_length_strings = [s for s in lst if len(s) % 2 == 0]
    
    # Sort the strings first by length, then alphabetically
    sorted_strings = sorted(even_length_strings, key=lambda x: (len(x), x))
    
    return sorted_strings",False
HumanEval/150,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
A simple program that returns `x` if `n` is a prime number and `y` otherwise.

INPUT:
- `n`: an integer representing the number to check for primality.
- `x`: an integer representing the value to return if `n` is prime.
- `y`: an integer representing the value to return if `n` is not prime.

OUTPUT:
- An integer, either `x` or `y`, depending on whether `n` is a prime number.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function will raise a `TypeError` because it expects an integer for `n`.
- **Single Element**: The function will still raise a `TypeError` because it expects two integers for `x` and `y`.
- **Boundary Values**: The function will handle edge cases such as `n = 2` (the smallest prime number) and `n = 1` (not a prime number).","def is_prime(n):
    """"""Check if a number is prime.""""""
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def prime_or_not(n, x, y):
    """"""
    Returns x if n is a prime number, otherwise returns y.
    
    :param n: Integer to check for primality.
    :param x: Integer to return if n is prime.
    :param y: Integer to return if n is not prime.
    :return: x if n is prime, otherwise y.
    """"""
    if not isinstance(n, int) or not isinstance(x, int) or not isinstance(y, int):
        raise TypeError(""All inputs must be integers."")
    if n < 0:
        raise ValueError(""Input must be a non-negative integer."")
    return x if is_prime(n) else y

# Example usage:
# print(prime_or_not(7, 100, 200))  # Output: 100
# print(prime_or_not(4, 100, 200))  # Output: 200",False
HumanEval/151,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Given a list of numbers, return the sum of squares of the numbers in the list that are odd and non-negative.

INPUT:
- `lst`: A list of numbers (integers or floats).

OUTPUT:
- An integer representing the sum of squares of the odd, non-negative numbers in the list.

CONSTRAINTS:
- The function should ignore negative numbers and non-integers.
- If the input list is empty, the function should return 0.

EXAMPLES:


EDGE CASES:
- **Empty Input**: `double_the_difference([]) == 0`
- **Single Element**: `double_the_difference([5]) == 25`
- **Boundary Values**: `double_the_difference([1, 2, 3, 4, 5]) == 1^2 + 3^2 + 5^2 = 35`","def sum_of_squares_odd_non_negative(lst):
    # Initialize the sum to 0
    total_sum = 0
    
    # Iterate over each element in the list
    for num in lst:
        # Check if the number is an odd, non-negative integer
        if isinstance(num, int) and num >= 0 and num % 2 != 0:
            # Add the square of the number to the total sum
            total_sum += num ** 2
    
    # Return the total sum
    return total_sum

# Example usage:
# print(sum_of_squares_odd_non_negative([1, 2, 3, 4, 5]))  # Output: 35
# print(sum_of_squares_odd_non_negative([-1, -2, 0, 3, 4]))  # Output: 10
# print(sum_of_squares_odd_non_negative([0, 2, 4]))  # Output: 0
# print(sum_of_squares_odd_non_negative([]))  # Output: 0",True
